rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,dem_source,error_task,error_msg,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,flowline_type,inversion_glen_a,inversion_fs,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,ref_hgt_qc_diff
RGI60-08.00011,08,08-01,Gallanjiehkki,18.099,68.105,0.374,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,74.81626235957424,74.81626235957425,True,471.52472447995115,0.01576257469692382,0.00879381591450491,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1455.376220703125,1456.384521484375,1383.60107421875,1528.822265625,1528.822265625,1383.60107421875,0.0,18.098517104311014,68.1029474011084,646.0,374000.0000000001,1457.158986270784,1510.0022645360616,1405.289859073175,0.1696995936052139,578.9473684210526,383.19968810294205,554.0315051861689,130.0
RGI60-08.00012,08,08-01,Cunujokeln,18.446,68.567,0.135,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,2001.0,41.78021257109539,41.7802125710954,True,106.30640966985399,0.0035044841671526103,0.0021661466167146553,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1051.1314697265625,1041.40234375,956.1249389648438,1157.1029052734375,1157.1029052734375,956.1249389648438,0.0,18.447713983079176,68.56434603138332,630.0,134999.99999999997,1050.7858654155732,1143.4557970295753,958.8434726647455,0.2898088862069479,214.28571428571428,8.241570059131398,44.08617057444451,
RGI60-08.00013,08,08-01,Beaivvejietnja,18.332,68.545,1.048,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,2001.0,49.23423961107228,49.234239611072276,True,90.03875432616087,0.050937248145247846,0.03626399788176661,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1100.330810546875,1085.585205078125,1017.402587890625,1262.8079833984375,1262.8079833984375,1017.402587890625,0.0,18.34350425059056,68.53850479011476,1104.0,1048000.0,1109.5513406102584,1259.2865696903689,1042.1643356685058,0.19937805107722242,949.2753623188407,788.2553120597961,1029.9534975590054,
RGI60-08.00014,08,08-01,,16.813,67.775,0.563,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1998.0,74.19818144370812,74.1981814437081,True,314.0481531976844,0.019427668890220042,0.015432204152889002,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1316.9866943359375,1326.394287109375,1131.167236328125,1521.0509033203125,1521.0509033203125,1131.447265625,0.0,16.82245005556047,67.77779271070031,924.0,563000.0000000001,1311.981396678789,1492.9425757046424,1138.3782931854919,0.3686107187127583,609.3073593073594,88.02284345664167,248.79286496550202,
RGI60-08.00015,08,08-01,Stuorrajiegna,16.471,67.135,11.306,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,80.30720188851362,80.3072018885136,True,450.9876697531992,1.4113007324854816,0.9545062272244828,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1338.4210205078125,1326.155029296875,1051.18359375,1726.134765625,1726.134765625,1051.18359375,0.0,16.5156485837951,67.11186141425105,5016.0,11305999.999999998,1343.6025522369182,1707.3113955571896,1069.8094222277632,0.13008196347990467,2253.9872408293454,523.2225452249997,1082.6610466317948,
RGI60-08.00016,08,08-01,,16.444,67.154,0.906,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,101.28411029913349,101.28411029913346,True,449.69764606602433,0.03552559573462677,0.02968453080563127,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1482.51025390625,1449.72900390625,1217.541015625,1835.3570556640625,1829.6212158203125,1217.541015625,0.00641399416909621,16.455150077295336,67.1591502718904,1242.0,906000.0000000001,1487.0905733050502,1804.2275383334859,1231.8161947395818,0.41810381809091596,729.4685990338165,236.8882236477683,438.4229593298226,
RGI60-08.00017,08,08-01,Jiegnaffojiegna,16.697,67.187,0.808,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,90.52000358642628,90.52000358642633,True,465.76592023899417,0.029145137911320916,0.025361184768593007,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1473.16162109375,1460.6846923828125,1295.0364990234375,1695.08154296875,1680.2713623046875,1295.0364990234375,0.00985545335085414,16.70862669281384,67.1845170376854,920.0,808000.0000000001,1475.7711137820652,1658.1481750701087,1318.072493064516,0.3610713836158871,878.2608695652176,299.9422301176339,580.1910169268383,
RGI60-08.00018,08,08-01,,16.893,67.227,0.109,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,74.79251448039109,74.79251448039109,True,480.1371413761433,0.0022963310396115133,0.0016141368475532996,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1417.026611328125,1413.3427734375,1260.283935546875,1586.5953369140625,1586.5953369140625,1260.283935546875,0.0,16.897355438153596,67.22945357233459,450.0,108999.99999999997,1421.8495677388175,1564.549568636281,1282.890173417874,0.5626930098727223,242.22222222222217,153.47901687953907,203.99766567499577,
RGI60-08.00019,08,08-01,Lanjekjiegna,17.317,67.365,1.069,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,64.30125868991206,64.30125868991206,True,468.38421880974795,0.05663628976063668,0.03726689945818372,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1411.521240234375,1411.58447265625,1225.7694091796875,1652.0321044921875,1652.0321044921875,1225.7694091796875,0.0,17.291046822230747,67.36754371124638,1776.0,1069000.0000000007,1410.3684271987038,1619.5712030578059,1231.0274747551123,0.21875312549866757,601.9144144144148,42.18057998550943,153.3659484131629,
RGI60-08.00020,08,08-01,,16.914,67.217,0.133,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,77.73889978830579,77.73889978830582,True,484.24292345376114,0.004585538073648582,0.002122144358477496,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1453.72998046875,1470.55419921875,1343.039794921875,1499.896728515625,1499.896728515625,1343.039794921875,0.0,16.919231882746377,67.21808076763706,420.0,133000.00000000003,1442.9467109896725,1476.9536553254893,1352.2008209813055,0.293397694314557,316.6666666666667,56.51702694245283,250.63042507181862,
RGI60-08.00021,08,08-01,Oarjep Ruohtesjiegna,17.443,67.41,5.591,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,55.005974324113716,55.00597432411373,True,445.823134160158,0.4880195931559735,0.3624740905615525,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1360.5975341796875,1360.1536865234375,1030.8687744140625,1693.870849609375,1693.870849609375,1030.8687744140625,0.0,17.47386360687712,67.42847714324353,3956.0,5591000.0,1363.2047982317722,1654.4443749708905,1049.1267026927671,0.15479671113471816,1413.2962588473201,265.94609820919976,519.3557422662698,
RGI60-08.00022,08,08-01,,17.392,67.362,0.44,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,54.62722501823371,54.62722501823373,True,477.8669848669465,0.01289997273093458,0.010995787726656684,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1404.6812744140625,1412.601806640625,1128.9281005859375,1685.1629638671875,1685.1629638671875,1128.9281005859375,0.0,17.388513298720483,67.36895478927288,950.0,439999.99999999994,1401.444506854827,1654.5336029560133,1143.0369908885189,0.4934422120947024,463.15789473684214,171.75706236546827,352.80942862590246,
RGI60-08.00023,08,08-01,,17.353,67.262,0.286,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,79.54714934150599,79.54714934150597,True,535.8942408250334,0.009540888860326332,0.006081100943948264,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1525.8892822265625,1528.611572265625,1317.0382080078125,1693.1854248046875,1692.5399169921875,1317.0382080078125,0.001006036217303823,17.356053905922685,67.26587123637192,884.0,286000.0,1536.592235479917,1679.2161804344737,1322.676970358321,0.3681268665793087,323.5294117647059,31.429743525718017,119.08809597168636,
RGI60-08.00024,08,08-01,Ridajiegna,17.444,67.302,2.547,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,53.56737069659154,53.567370696591546,True,527.1838583830759,0.14538154641618375,0.12296137653041249,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1384.9278564453125,1345.408447265625,1107.0950927734375,1772.83349609375,1772.83349609375,1107.0950927734375,0.0,17.447802041817244,67.29381184312606,2304.0,2547000.0000000005,1388.7150630767455,1742.6166499191193,1130.5613291997745,0.2641578357654873,1105.4687500000002,367.6583135889093,618.51987634263,
RGI60-08.00025,08,08-01,,17.33,67.369,0.286,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,70.88509305412313,70.88509305412316,True,467.0789212233151,0.008115020272149451,0.006081100943948264,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1466.195068359375,1486.0877685546875,1239.83447265625,1607.7864990234375,1607.7864990234375,1239.83447265625,0.0,17.335260697121146,67.37422374902708,714.0,286000.0000000001,1468.8049617841332,1590.257652992927,1261.6293368487507,0.4353652059234728,400.5602240896359,92.76263604402126,191.76081409344883,
RGI60-08.00026,08,08-01,,17.341,67.292,0.88,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,77.53085082727152,77.53085082727155,True,517.6527260570041,0.038815172399152276,0.02851954491694899,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1521.1348876953125,1522.75830078125,1303.8778076171875,1741.541259765625,1741.541259765625,1303.8778076171875,0.0,17.356015888983833,67.29648671014557,1380.0,880000.0000000002,1522.0524064157617,1711.5927844499354,1323.871281833671,0.2790944548836921,637.6811594202899,199.02229648122542,345.7936531415088,
RGI60-08.00027,08,08-01,,17.312,67.298,0.684,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,71.54259938058502,71.542599380585,True,509.1930955260967,0.026305284155969118,0.02016884632473987,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1473.0233154296875,1471.4783935546875,1280.133544921875,1665.4029541015625,1665.4029541015625,1280.133544921875,0.0,17.32510222393274,67.30112912228331,1188.0,684000.0,1474.4046360008479,1650.548871322362,1287.2558468402917,0.3030243252638969,575.7575757575758,56.4897501917798,238.87771385871542,
RGI60-08.00028,08,08-01,,16.999,67.352,0.377,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,63.87227448986455,63.87227448986453,True,440.70576162241065,0.014228397993940458,0.00889095216314998,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1321.923583984375,1322.66259765625,1196.9678955078125,1465.2330322265625,1465.2330322265625,1196.9678955078125,0.0,17.008942419754977,67.35040331455043,836.0,376999.99999999994,1324.1020050521904,1441.9528394899296,1221.2208940944752,0.26875991632246876,450.95693779904303,187.0407685512601,332.3934755260318,
RGI60-08.00029,08,08-01,,17.458,67.357,0.425,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,61.175392112686225,61.175392112686204,True,487.2723697089542,0.01473503119401271,0.010483678542692285,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1473.1141357421875,1486.306640625,1243.4488525390625,1647.7236328125,1644.6588134765625,1243.4488525390625,0.014431239388794566,17.46734058347619,67.36150331343308,988.0,425000.00000000006,1468.5976106472415,1629.7537477856292,1260.2950993749341,0.35847670051225944,430.1619433198381,112.4786247494716,262.1635485881892,
RGI60-08.00030,08,08-01,,17.315,67.508,0.645,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1998.0,63.21310281694158,63.21310281694156,True,384.4361742518854,0.02423701004198146,0.018604736551554934,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1404.5233154296875,1404.957275390625,1174.4874267578125,1669.1484375,1668.9217529296875,1174.4874267578125,0.0006844626967830253,17.324659458379873,67.51425206152626,1218.0,645000.0000000002,1407.8144768610666,1653.0326581452948,1191.8762649682913,0.35966362835785576,529.5566502463054,164.42089574021728,301.29160494758224,
RGI60-08.00031,08,08-01,Alep Ruohtesjiegna,17.421,67.424,1.617,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,56.094645018408706,56.09464501840873,True,435.0912432883481,0.08443414678356224,0.06583475055994867,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1372.052978515625,1365.0137939453125,1244.6024169921875,1534.8935546875,1534.8935546875,1244.6024169921875,0.0,17.44878333879041,67.4317796027499,1344.0,1616999.9999999995,1372.9790698260394,1507.7492036622875,1260.3397811686643,0.1887056206078809,1203.1249999999998,290.26839369280606,598.9601245392518,
RGI60-08.00032,08,08-01,Sjielmajiegna,17.49,67.393,1.811,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,58.79744290896235,58.79744290896235,True,460.4877115946969,0.10381263873854328,0.0769337295132919,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1400.7623291015625,1413.758056640625,1134.816162109375,1693.0078125,1693.0078125,1134.816162109375,0.0,17.49414318222787,67.38264130264504,2146.0,1811000.0,1402.1287024244248,1680.2245563945596,1143.8906719036272,0.24629609498560573,843.8956197576888,81.75272285177195,318.87081931724913,
RGI60-08.00033,08,08-01,,17.413,67.313,0.693,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,62.04173290243848,62.04173290243848,True,515.4266219693344,0.030137209552096464,0.020534640999863407,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1473.5545654296875,1434.88623046875,1287.9698486328125,1767.09228515625,1767.09228515625,1287.9698486328125,0.0,17.40763339932045,67.31858391701425,1364.0,693000.0000000001,1476.7238612916149,1741.0240952859085,1320.4471220349278,0.3037011783260092,508.0645161290323,335.72687101764996,451.0283665552729,
RGI60-08.00034,08,08-01,,17.435,67.392,0.742,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,48.123298135529495,48.123298135529495,True,458.8131902452472,0.02953882051149594,0.02255715307924352,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1276.894287109375,1278.0013427734375,1109.771240234375,1480.7803955078125,1480.7803955078125,1109.771240234375,0.0,17.433539552425316,67.38435092696979,1012.0,742000.0000000001,1277.095495322632,1432.2929093813073,1135.0461789611572,0.29986375280448596,733.2015810276681,124.46710265383356,324.7111920731803,
RGI60-08.00035,08,08-01,,17.275,67.297,0.437,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,69.59648912674017,69.59648912674018,True,503.2510184451395,0.015307345680792069,0.010892834189887944,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1458.3331298828125,1473.03173828125,1309.15234375,1584.772216796875,1584.772216796875,1309.15234375,0.0,17.27568327082055,67.30241306758968,760.0,437000.0,1456.712283566008,1558.7759480388795,1324.2323463342277,0.31164941497271836,575.0,89.20794316481651,332.0710507081721,
RGI60-08.00036,08,08-01,,17.43,67.315,0.288,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,81.99495932061926,81.9949593206193,True,516.2251914014174,0.008315185658982552,0.006139649625025024,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1643.9095458984375,1645.461181640625,1512.7020263671875,1729.4635009765625,1715.56787109375,1512.7020263671875,0.04735062006764374,17.436189342700548,67.31659319097932,540.0,288000.0,1642.6536736014875,1709.5733463813024,1536.27939922122,0.32027570733735683,533.3333333333334,93.05547933631041,575.1777708575621,10.0
RGI60-08.00037,08,08-01,Oarjep Luotthojiegna,17.421,67.25,1.633,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,70.64263167059285,70.64263167059286,True,554.333845488165,0.10048247759427265,0.06673211984121594,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1550.297119140625,1538.392822265625,1376.4627685546875,1891.6181640625,1891.6181640625,1376.4627685546875,0.0,17.449761940386033,67.24352012630509,1904.0,1633000.0,1551.2351969731983,1862.9672793249085,1384.093630447974,0.24399958525384466,857.6680672268907,103.77036350893484,284.0440946752409,
RGI60-08.00038,08,08-01,,17.362,67.361,0.822,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,70.91714684067114,70.91714684067114,True,475.67511967501434,0.03315118725743,0.025967352066122357,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1470.149169921875,1455.495361328125,1278.7374267578125,1768.5203857421875,1768.5203857421875,1278.7374267578125,0.0,17.363606245014132,67.35455131506816,1196.0,822000.0,1470.024776651306,1729.0793265422114,1292.5833340853846,0.35602327459059746,687.2909698996654,175.83190161693017,531.8351878364781,
RGI60-08.00039,08,08-01,,17.382,67.21,0.151,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,50.920258156442834,50.92025815644285,True,561.1688883958876,0.0035104478493908535,0.0025268078623875362,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1354.329833984375,1344.4598388671875,1247.13623046875,1498.8245849609375,1498.8245849609375,1247.13623046875,0.0,17.38898829162344,67.21089615319275,510.0,151000.0,1353.359924494457,1474.544242465433,1257.5333488227102,0.4027667452529253,296.07843137254906,63.10956109500763,141.54284181584381,
RGI60-08.00040,08,08-01,Svenonius Glaciaer,17.379,67.241,3.137,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,61.48179206117683,61.48179206117684,True,550.4002024250208,0.22792756508984532,0.16375191224478197,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1471.2115478515625,1475.005859375,1218.6007080078125,1847.170166015625,1847.170166015625,1218.6007080078125,0.0,17.384478506996828,67.23091364937426,2870.0,3137000.0,1471.8212819785315,1809.709636931701,1230.8029163376953,0.20172691396789644,1093.0313588850174,79.05224750210752,433.4561112206511,
RGI60-08.00041,08,08-01,,17.346,67.217,0.541,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,82.23744183856621,82.23744183856621,True,551.7482128648185,0.01964250527926301,0.014609157007846384,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1574.435302734375,1563.6202392578125,1443.6903076171875,1755.29638671875,1755.29638671875,1443.6903076171875,0.0,17.34305299943079,67.21468509421244,760.0,541000.0,1573.3553847134558,1712.7353696262421,1477.8884912922194,0.31663328016398723,711.842105263158,492.3628087044738,817.2441628568527,20.0
RGI60-08.00042,08,08-01,Nuortap Luotthojiegna,17.393,67.258,2.968,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,64.90631256470607,64.90631256470604,True,545.427055613275,0.19648134702019443,0.15174583330132133,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1501.3065185546875,1501.6094970703125,1110.73876953125,1857.003662109375,1857.003662109375,1110.73876953125,0.0,17.43800661472561,67.26661599713009,2856.0,2968000.0,1504.9357174606953,1810.493769276582,1144.645043097903,0.23254254507117172,1039.2156862745096,147.10900442185317,357.6347670287794,
RGI60-08.00043,08,08-01,,17.489,67.323,0.564,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,68.9240334130493,68.92403341304932,True,516.6868817104929,0.021949381739977514,0.015469906364095136,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1536.044921875,1515.4195556640625,1371.777587890625,1758.07958984375,1758.07958984375,1371.777587890625,0.0,17.466439064352528,67.31890589780882,1134.0,563999.9999999999,1537.6974499489966,1732.304017324906,1382.7908705291488,0.30548374121183614,497.3544973544973,70.78884383599522,269.10974752811234,
RGI60-08.00044,08,08-01,,17.34,67.228,0.452,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,74.96582085499433,74.9658208549943,True,547.1235389275937,0.015667398127216594,0.011410226484027937,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1492.3609619140625,1457.8505859375,1334.5341796875,1752.10009765625,1752.10009765625,1334.5341796875,0.0,17.34958318891945,67.22868932430929,950.0,451999.99999999994,1502.836297579051,1737.4082065764223,1352.1244606774408,0.37055278219210597,475.7894736842104,202.43992624759665,392.04697852190804,
RGI60-08.00045,08,08-01,Vattendelarglaciaeren,17.415,67.351,3.166,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,51.92345416676441,51.923454166764394,True,488.1259065224204,0.1935348792217576,0.16583699475676028,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1364.307373046875,1370.372314453125,1100.1165771484375,1604.9278564453125,1604.9278564453125,1100.1165771484375,0.0,17.439600158812617,67.36470641464173,2310.0,3166000.0000000005,1366.7115511324969,1563.720296420118,1117.2075205819474,0.1966323869369185,1370.5627705627705,231.83988051142217,423.83870754629214,
RGI60-08.00046,08,08-01,,17.218,67.158,0.292,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,60.10594765174387,60.1059476517439,True,542.1476908652262,0.011473838986940961,0.0062572043389262704,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1354.3529052734375,1345.28125,1223.5072021484375,1483.0401611328125,1482.9871826171875,1223.5072021484375,0.0011086474501108647,17.22704595216496,67.16112451091321,828.0,292000.00000000006,1368.0758994108535,1470.46343139427,1231.685406520855,0.27492611926433386,352.65700483091786,57.191371449752225,193.00348163791145,
RGI60-08.00047,08,08-01,,17.322,67.187,0.236,2002,Glacier,Land-terminating,False,Glacier or ice cap,COPDEM,,,1997.0,76.37082429694294,76.37082429694296,True,559.9080881794592,0.006635290278177243,0.004669097265327601,0.0,0.0,elevation_band,1.5655406023923262e-24,0.0,1507.4808349609375,1497.544921875,1409.67236328125,1681.8707275390625,1681.8707275390625,1409.67236328125,0.0,17.3285876105399,67.18643373632128,544.0,235999.99999999997,1511.2119030540302,1644.797875766606,1430.6270319063221,0.39151630163236584,433.8235294117647,300.5185689015037,409.4753433674724,
