rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,ref_hgt_qc_diff,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias
RGI60-03.00011,03,03-03,,-69.7834,80.9788,25.559,1999,Ice cap,Land-terminating,False,Glacier or ice cap,3.5191842577851737,2.9298927409213222,0.0,0.0,COPDEM,elevation_band,410.0,1.3825596406057252e-24,0.0,,,1151.8878173828125,1159.580810546875,490.8125915527344,1468.9482421875,1468.9482421875,490.8125915527344,0.0,-69.9522088873838,81.0305709861754,10854.0,25559000.0,1151.7327700952253,1440.7383361448744,504.4513672353734,0.08748930197052329,2354.8000737055463,33.54786102593277,230.55255665840454,1995.0,25.350489560706496,25.3504895607065,True,219.09145393845657
RGI60-03.00012,03,03-03,,-69.9346,80.9836,4.427,1999,Ice cap,Land-terminating,False,Glacier or ice cap,0.26782752407008836,0.26295383541326994,0.0,0.0,COPDEM,elevation_band,880.0,1.3825596406057252e-24,0.0,,,1120.000732421875,1120.846435546875,904.3388061523438,1235.488037109375,1235.488037109375,904.3388061523438,0.0,-69.96487971441923,80.99453614274606,2730.0,4427000.000000001,1121.890136884871,1229.1705436288921,929.2165030559823,0.11230306595443736,1621.611721611722,101.7340007034434,394.3506856232515,1995.0,8.069221329920993,8.069221329920993,True,219.06591552147867
RGI60-03.00013,03,03-03,,-68.7934,81.129,6.962,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.4267055878466023,0.49004751707543753,0.0,0.0,COPDEM,elevation_band,630.0,1.3825596406057252e-24,0.0,,,1058.2681884765625,1048.2337646484375,627.1687622070312,1394.0308837890625,1394.0308837890625,627.1687622070312,0.0,-68.77816266347523,81.15339913639964,4042.0,6961999.999999998,1059.1465529271932,1377.4093423119098,641.7080660674764,0.1830210675377144,1722.414646214745,146.9179576993589,338.50910147751335,1995.0,18.222513359900066,18.222513359900063,True,219.34064272571518
RGI60-03.00014,03,03-03,,-70.0664,80.9364,85.034,1999,Ice cap,Land-terminating,False,Glacier or ice cap,14.261705089270855,15.299201130425601,0.0,0.0,COPDEM,elevation_band,610.0,1.3825596406057252e-24,0.0,,,1259.702880859375,1301.751708984375,566.2843627929688,1574.4310302734375,1540.9329833984375,566.2843627929688,0.0009101251422070534,-70.0192429491987,81.02020295382658,14178.0,85034000.0,1259.3971423243365,1512.3875792229064,665.3396513691579,0.06202734942120298,5997.601918465228,506.3616936160919,716.932934063691,1995.0,21.09109039140648,21.091090391406482,True,219.01632748313867
RGI60-03.00015,03,03-03,,-69.6664,80.9374,0.654,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.030046391284497057,0.018962619077188766,0.0,0.0,COPDEM,elevation_band,1110.0,1.3825596406057252e-24,0.0,,,1351.5838623046875,1366.92822265625,1173.778076171875,1417.636962890625,1417.636962890625,1173.778076171875,0.0,-69.69019605234128,80.9339948334435,1470.0,654000.0000000001,1347.6054339221396,1410.327528670979,1202.7624800416806,0.1426793164360567,444.8979591836735,135.12501192994253,395.48308388807953,1995.0,7.790172553947697,7.7901725539476985,True,219.0921124971559
RGI60-03.00016,03,03-03,,-69.7046,80.927,2.497,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.1268980215242089,0.11965460371756012,0.0,0.0,COPDEM,elevation_band,720.0,1.3825596406057252e-24,0.0,,,1167.509521484375,1156.9754638671875,800.2980346679688,1394.1602783203125,1391.8828125,800.2980346679688,0.0012340600575894694,-69.6294132911523,80.9193842958235,2688.0,2497000.0,1156.0294643590667,1358.0564750056792,809.8738001963184,0.2015770971465901,928.9434523809524,139.87973557165049,398.7054369644446,1995.0,11.861799178941869,11.861799178941869,True,219.0799853971022
RGI60-03.00017,03,03-03,,-69.7859,80.9184,1.569,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.07124212263283404,0.0631626677222799,0.0,0.0,COPDEM,elevation_band,840.0,1.3825596406057252e-24,0.0,,,1274.7889404296875,1323.7646484375,905.5635986328125,1378.8057861328125,1378.8057861328125,905.5635986328125,0.0,-69.7228912753106,80.9133650009123,1736.0,1569000.0,1266.5112188856938,1363.3903291312602,934.3060301734703,0.24499673388133342,903.8018433179723,155.90606147770112,231.2391816308424,1995.0,11.63062255234473,11.630622552344732,True,219.0606516077836
RGI60-03.00018,03,03-03,,-69.8307,80.9051,5.399,1999,Ice cap,Land-terminating,False,Glacier or ice cap,0.38122511473836385,0.34546952456738694,0.0,0.0,COPDEM,elevation_band,820.0,1.3825596406057252e-24,0.0,,,1195.6907958984375,1186.64404296875,887.9793701171875,1443.940673828125,1443.940673828125,887.9793701171875,0.0,-69.72114309365865,80.90998866444151,4214.0,5399000.0,1194.89369207228,1410.7718680178734,909.1182199253386,0.12055923379638753,1281.2055054579976,293.4862593978589,559.4015921881826,1995.0,10.353014478383365,10.353014478383367,True,219.04580427595377
RGI60-03.00019,03,03-03,,-69.7787,80.8941,0.375,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.007741695146696538,0.008826162319379018,0.0,0.0,COPDEM,elevation_band,920.0,1.3825596406057252e-24,0.0,,,1116.114501953125,1113.6939697265625,1004.9359130859375,1256.428955078125,1256.428955078125,1004.9359130859375,0.0,-69.75487461992309,80.89292174119532,722.0,374999.99999999994,1116.1714466493825,1228.8843155336344,1014.8085625159416,0.2994953870336764,519.3905817174514,69.57729230181059,227.75981549795557,1995.0,7.217113457341478,7.217113457341476,True,219.05041307157973
RGI60-03.00020,03,03-03,,-70.181,81.0123,8.205,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.3372613499426823,0.614238411951484,0.0,0.0,COPDEM,elevation_band,590.0,1.3825596406057252e-24,0.0,,,1197.6773681640625,1222.3524169921875,610.4042358398438,1368.769775390625,1314.3641357421875,610.4042358398438,0.1632590784253891,-70.25675070311868,81.01631767744959,2300.0,8205000.0,1198.0616593611073,1352.1326642708505,647.3068578695454,0.30123834428540003,3567.391304347826,87.34007742751308,247.05492856884172,1995.0,19.66003993191408,19.660039931914085,True,219.03516678209527
RGI60-03.00021,03,03-03,,-70.2948,80.9847,6.839,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.42020155392053904,0.4781825759056074,0.0,0.0,COPDEM,elevation_band,360.0,1.3825596406057252e-24,0.0,,,1134.181884765625,1159.087890625,366.33331298828125,1371.1502685546875,1367.209228515625,366.33331298828125,0.005169628432956382,-70.36752837796872,81.00859322463322,4042.0,6838999.999999999,1134.3766365937051,1351.2223960379777,412.7068885131407,0.23084770036227545,1691.9841662543297,119.41069355255921,211.73559201268353,1995.0,30.25207625094701,30.25207625094702,True,218.99791328070614
RGI60-03.00022,03,03-03,,-70.1924,80.97,1.095,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.06531273991784639,0.03851885162730624,0.0,0.0,COPDEM,elevation_band,960.0,1.3825596406057252e-24,0.0,,,1089.4833984375,1060.387451171875,1014.94384765625,1260.8104248046875,1253.6422119140625,1017.1310424804688,0.00684931506849315,-70.19103777104212,80.97401786068833,2000.0,1095000.0,1073.7831548323102,1231.3069860946623,1018.056007184084,0.10710262131393741,547.4999999999999,56.38053780876662,127.85175317246663,1995.0,6.5017981920571,6.501798192057101,True,219.00969014120287
RGI60-03.00023,03,03-03,,-70.3599,80.9454,6.957,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.4050791390842715,0.48956365856731615,0.0,0.0,COPDEM,elevation_band,610.0,1.3825596406057252e-24,0.0,,,916.9228515625,899.9706420898438,631.0516357421875,1247.5340576171875,1247.5340576171875,631.0516357421875,0.0,-70.40366925302787,80.96777771872583,3572.0,6957000.0,917.8661550548578,1233.6592959754562,663.3660424511875,0.16452464445084575,1947.6483762597984,199.83699709022997,467.6993745099494,1995.0,9.518901965996438,9.51890196599644,True,218.9638053865519
RGI60-03.00024,03,03-03,,-68.6974,81.1391,0.781,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.01912159611384401,0.02420327239719192,0.0,0.0,COPDEM,elevation_band,790.0,1.3825596406057252e-24,0.0,,,1024.909912109375,1021.3876342773438,776.8563232421875,1298.6297607421875,1298.6297607421875,776.8563232421875,0.0,-68.69753298130854,81.14579654831554,1144.0,781000.0,1026.5487632348554,1257.3099495339131,802.6118211163848,0.3881790799193744,682.6923076923077,171.6205895876817,320.393191593419,1995.0,11.068027096693992,11.068027096693992,True,219.36116511306665
RGI60-03.00025,03,03-03,,-70.3556,80.9207,2.215,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.09130212432738728,0.10147704136263584,0.0,0.0,COPDEM,elevation_band,730.0,1.3825596406057252e-24,0.0,,,1213.2694091796875,1227.782470703125,767.9835205078125,1549.30419921875,1548.4090576171875,767.9835205078125,0.0013003901170351106,-70.40532787202703,80.93132608626904,2480.0,2215000.0,1215.7845789634528,1536.241495742304,782.1382722760449,0.2947193888671267,893.1451612903223,240.50765649910414,464.0485235408495,1995.0,14.064362038307085,14.064362038307086,True,218.95166807566096
RGI60-03.00026,03,03-03,,-70.3857,80.9089,4.614,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.30364459720403425,0.27834639668377065,0.0,0.0,COPDEM,elevation_band,660.0,1.3825596406057252e-24,0.0,,,1227.434814453125,1263.28955078125,698.4578857421875,1548.6402587890625,1548.6402587890625,698.4578857421875,0.0,-70.46672310483275,80.92418133929596,4320.0,4613999.999999999,1231.3226720134198,1534.1140338718474,718.7002736182851,0.18760658709465303,1068.0555555555554,187.65945939366128,401.57262091791256,1995.0,17.89656868342404,17.89656868342404,True,218.93957563506672
RGI60-03.00027,03,03-03,,-70.3778,80.8792,22.627,1999,Glacier,Land-terminating,False,Glacier or ice cap,2.187813830982016,2.4779412775404874,0.0,0.0,COPDEM,elevation_band,510.0,1.3825596406057252e-24,0.0,,,1133.044677734375,1164.7958984375,538.8837280273438,1448.297607421875,1448.297607421875,538.8837280273438,0.0,-70.54819195783166,80.91299134964866,7546.0,22626999.999999996,1132.3627563546215,1397.7398944471831,569.5718270725928,0.11230651056264075,2998.5422740524773,67.06609187430627,281.7926525411996,1995.0,20.805588817809074,20.805588817809074,True,218.9262197648733
RGI60-03.00028,03,03-03,,-70.6023,80.9007,1.198,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.029867921816638787,0.04358700636095993,0.0,0.0,COPDEM,elevation_band,720.0,1.3825596406057252e-24,0.0,,,1156.0467529296875,1163.68505859375,752.5525512695312,1387.11083984375,1383.8013916015625,752.5525512695312,0.0068169900367068695,-70.5266338673149,80.90266878837969,1300.0,1198000.0,1145.2440104069237,1355.1092320315156,775.8940313599661,0.4251836974546902,921.5384615384615,81.89517686896998,174.35638564985828,1995.0,12.718886641004325,12.71888664100433,True,218.89141956879052
RGI60-03.00029,03,03-03,,-70.4893,80.8331,54.007,1999,Ice cap,Land-terminating,False,Glacier or ice cap,9.265582719106288,8.19592056862426,0.0,0.0,COPDEM,elevation_band,940.0,1.3825596406057252e-24,0.0,,,1251.94580078125,1237.6485595703125,654.9293823242188,1622.2962646484375,1592.0672607421875,654.9293823242188,0.0014187751241428233,-70.69229059847679,80.89203563016899,14690.0,54007000.00000001,1252.2207875721565,1587.0034102915263,697.353384197519,0.061999283583611176,3676.4465622872704,449.64602197228146,674.043377047927,1995.0,24.59155772704161,24.591557727041597,True,218.88118946954106
RGI60-03.00030,03,03-03,,-70.7461,80.8829,0.586,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.014578889726610155,0.016305650866895775,0.0,0.0,COPDEM,elevation_band,780.0,1.3825596406057252e-24,0.0,,,1188.96044921875,1219.3023681640625,806.4480590820312,1334.8524169921875,1334.8524169921875,806.4480590820312,0.0,-70.70360546012456,80.88520950408306,1218.0,586000.0,1189.5928748322817,1322.8381649126886,833.3749713000245,0.38343565046444894,481.1165845648604,46.30667676399628,102.21240918628503,1995.0,12.442495991872157,12.442495991872164,True,218.85237622732737
RGI60-03.00031,03,03-03,,-70.8233,80.8413,6.379,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.3926535227551905,0.4345239762163616,0.0,0.0,COPDEM,elevation_band,980.0,1.3825596406057252e-24,0.0,,,1192.1649169921875,1228.8074951171875,713.061279296875,1406.2437744140625,1406.2437744140625,713.061279296875,0.0,-70.93584036456535,80.84069855956484,3690.0,6379000.0,1193.2334023192407,1376.9868218058584,743.655256884813,0.17311571155467328,1728.7262872628728,140.34936889182796,258.6419507614918,1995.0,19.03213025057466,19.03213025057466,True,218.81496014017517
RGI60-03.00032,03,03-03,,-71.213,80.8667,77.919,1999,Glacier,Land-terminating,False,Glacier or ice cap,16.35825010615598,13.56714764094507,0.0,0.0,COPDEM,elevation_band,460.0,1.3825596406057252e-24,0.0,,,882.7982788085938,867.4214477539062,238.05821228027344,1446.597900390625,1446.597900390625,238.05821228027344,0.0,-70.81648955523644,80.9364853681742,20100.0,77919000.0,885.6852312772758,1417.083259495821,238.64820849091188,0.059654906021600854,3876.5671641791055,193.36607374802347,917.6967059418815,1995.0,35.30406786579508,35.30406786579509,True,218.7437030059261
RGI60-03.00033,03,03-03,,-70.6803,80.7746,152.763,1999,Ice cap,Land-terminating,False,Glacier or ice cap,36.591451544640904,34.237647210034304,0.0,0.0,COPDEM,elevation_band,840.0,1.3825596406057252e-24,0.0,,,1245.49951171875,1292.8302001953125,590.1430053710938,1735.6783447265625,1735.6783447265625,590.1430053710938,0.0,-71.2996853195557,80.80842219833613,24888.0,152763000.00000003,1244.9646487397308,1656.6128032055412,607.9563068264581,0.04383780200473361,6138.018322082932,850.241353189763,2109.8208490348356,1995.0,31.430507942411637,31.430507942411626,True,218.8141990297098
RGI60-03.00034,03,03-03,,-71.0625,80.7576,11.86,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.950996023739688,1.0194017257114991,0.0,0.0,COPDEM,elevation_band,920.0,1.3825596406057252e-24,0.0,,,1134.9927978515625,1200.15283203125,657.7877807617188,1601.942138671875,1601.942138671875,657.7877807617188,0.0,-71.20245741176326,80.77937911375018,5800.0,11860000.0,1138.9058326781276,1567.9211509210772,689.3511396221155,0.15442691411614093,2044.8275862068965,301.164427331916,967.0919108068156,1995.0,19.174269362478316,19.174269362478327,True,218.72288804839133
RGI60-03.00035,03,03-03,,-68.5939,81.1233,16.765,1999,Glacier,Land-terminating,False,Glacier or ice cap,1.2283734819062149,1.6407174948492167,0.0,0.0,COPDEM,elevation_band,649.0,1.3825596406057252e-24,0.0,,,1135.4720458984375,1153.939453125,619.0818481445312,1493.13134765625,1490.6788330078125,619.0818481445312,0.001607717041800643,-68.53969269653828,81.16041577927739,6298.0,16765000.000000004,1133.7526553995522,1477.6689663993875,629.5218345483718,0.1353990903211303,2661.956176563989,250.25394524353922,676.3487049888469,1995.0,22.77492235747302,22.774922357473017,True,219.36852665135223
RGI60-03.00036,03,03-03,,-70.9773,80.7127,85.949,1999,Ice cap,Land-terminating,False,Glacier or ice cap,16.716790967226935,15.526016941189946,0.0,0.0,COPDEM,elevation_band,840.0,1.3825596406057252e-24,0.0,,,1273.84033203125,1313.4033203125,597.164306640625,1738.2283935546875,1738.2283935546875,597.164306640625,0.0,-71.38484929085685,80.75588467992183,17360.0,85948999.99999999,1274.6727211484272,1699.2347346780766,613.1373474894422,0.06476079869960491,4950.97926267281,364.1960865703187,1308.8718930387872,1995.0,37.378630494677836,37.37863049467783,True,218.72234953029024
RGI60-03.00037,03,03-03,,-71.4217,80.7117,6.784,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.4130169211671744,0.47290286596689507,0.0,0.0,COPDEM,elevation_band,829.0,1.3825596406057252e-24,0.0,,,1155.2666015625,1181.3017578125,603.574462890625,1568.4931640625,1568.4931640625,603.574462890625,0.0,-71.5272525664616,80.73154884465707,4324.0,6784000.0,1156.581131069852,1531.3493786068059,606.0753181562932,0.21355311897880488,1568.9176688251619,130.2267888376621,378.7226932172549,1995.0,27.98112497139495,27.98112497139495,True,218.62005389368167
RGI60-03.00038,03,03-03,,-71.4405,80.6781,19.033,1999,Glacier,Land-terminating,False,Glacier or ice cap,1.5893335973914777,1.9534458748153123,0.0,0.0,COPDEM,elevation_band,790.0,1.3825596406057252e-24,0.0,,,1214.8056640625,1248.9697265625,549.7784423828125,1633.630859375,1633.630859375,549.7784423828125,0.0,-71.63156298892763,80.7028703930224,7242.0,19033000.000000004,1213.9473625274366,1592.1369675363437,563.6714489944811,0.1421634075924589,2628.1413974040324,127.6467013926893,245.3059140248895,1995.0,38.03539514413731,38.035395144137304,True,218.6010634226557
RGI60-03.00039,03,03-03,,-71.5964,80.6648,4.707,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.25360314703303855,0.2860896785239358,0.0,0.0,COPDEM,elevation_band,829.0,1.3825596406057252e-24,0.0,,,1152.4798583984375,1195.2823486328125,582.0469970703125,1493.6839599609375,1493.6839599609375,582.0469970703125,0.0,-71.7045578172819,80.67828640329566,3760.0,4706999.999999999,1155.3561492012211,1467.09595187176,606.404971802259,0.22868039932980386,1251.8617021276593,301.63492595788597,341.32136401964647,1995.0,28.107866011012376,28.107866011012376,True,218.55823930557057
RGI60-03.00040,03,03-03,,-71.6501,80.6475,3.901,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.1908577163034924,0.22097637693053185,0.0,0.0,COPDEM,elevation_band,950.0,1.3825596406057252e-24,0.0,,,1155.45947265625,1168.2625732421875,694.5905151367188,1541.5416259765625,1541.5416259765625,694.5905151367188,0.0,-71.77268223355664,80.64260742491945,3496.0,3901000.0,1159.394373394011,1494.7042042313362,717.88117344455,0.21934422197191186,1115.846681922197,219.6139452032509,321.98327489183396,1995.0,19.530613685045175,19.530613685045175,True,218.53802774254078
RGI60-03.00041,03,03-03,,-71.4976,80.6441,1.246,1999,Glacier,Land-terminating,False,Glacier or ice cap,0.03628785986085647,0.04600618539777085,0.0,0.0,COPDEM,elevation_band,1119.0,1.3825596406057252e-24,0.0,,,1194.8656005859375,1186.971923828125,877.7910766601562,1453.780517578125,1453.780517578125,877.7910766601562,0.0,-71.5436325922984,80.64045412242464,1508.0,1245999.9999999995,1194.7491873045203,1418.893561008144,898.9834749776172,0.3371138136668688,826.2599469496018,25.3086757333743,135.5649838422095,1995.0,13.769497836173349,13.769497836173345,True,218.57347019292143
RGI60-03.00042,03,03-03,,-71.366,80.6429,18.21,1999,Glacier,Land-terminating,False,Glacier or ice cap,1.9497451275629791,1.8382521919888153,0.0,0.0,COPDEM,elevation_band,879.0,1.3825596406057252e-24,0.0,,,1175.9293212890625,1226.9700927734375,657.6077270507812,1559.9456787109375,1559.9456787109375,657.6077270507812,0.0,-71.62464409600436,80.62626494615712,8260.0,18210000.0,1173.4450639007762,1488.7062916203681,659.3003494825189,0.10184907537007423,2204.600484261501,38.242278065503285,278.3515337636419,1995.0,24.217452914469593,24.217452914469593,True,218.60437285885055
RGI60-03.00043,03,03-03,,-71.0924,80.6185,27.38,1999,Glacier,Land-terminating,False,Glacier or ice cap,1.9960442492198807,3.2206972485808105,0.0,0.0,COPDEM,elevation_band,950.0,1.3825596406057252e-24,0.0,,,1229.28662109375,1222.42919921875,630.6483154296875,1569.5579833984375,1526.7777099609375,630.6483154296875,0.01509813789632612,-71.1207028701473,80.59254259106778,4980.0,27380000.000000004,1228.5322885734429,1524.7166077520433,751.3812598242998,0.1614137249391603,5497.991967871485,350.23179352661407,771.7919787699573,1995.0,21.44726457168552,21.447264571685523,True,218.6593875918008
RGI60-03.00044,03,03-03,,-71.0189,80.653,29.368,1999,Glacier,Land-terminating,False,Glacier or ice cap,4.66874299583622,3.5465507418816093,0.0,0.0,COPDEM,elevation_band,700.0,1.3825596406057252e-24,0.0,,,1069.0645751953125,1097.0020751953125,447.35833740234375,1540.9810791015625,1540.9810791015625,447.35833740234375,0.0,-70.72299829138962,80.60377626241852,12384.0,29368000.000000004,1072.1128632153682,1472.9125472425753,468.72879803468817,0.08347352686057166,2371.4470284237727,263.4495652925939,653.2599704281649,1995.0,30.92028226252209,30.92028226252209,True,218.68907556744045
RGI60-03.00045,03,03-03,,-70.8151,80.6571,17.189,1999,Ice cap,Land-terminating,False,Glacier or ice cap,1.7856809253451962,1.6980423125148418,0.0,0.0,COPDEM,elevation_band,870.0,1.3825596406057252e-24,0.0,,,1368.036376953125,1423.520751953125,599.6818237304688,1676.8865966796875,1656.2974853515625,599.6818237304688,0.0013440860215053765,-70.77216195446158,80.61522938717411,6664.0,17189000.0,1368.3000553852958,1612.4225149009687,631.574188436619,0.148996343196187,2579.381752701081,169.99818890097308,377.6339949704422,1995.0,46.901924911099165,46.90192491109917,True,218.73671128205294
