rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,dem_source,error_task,error_msg,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,flowline_type,inversion_glen_a,inversion_fs,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,ref_hgt_qc_diff
RGI60-10.00021,10,10-05,Su5E19001006 No 6,178.72,71.05,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00021 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00022,10,10-05,Su5E19001007 No 7,178.72,71.05,0.07,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00022 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00023,10,10-05,Su5E19001008 No 8,178.72,71.07,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00023 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00024,10,10-05,Su5E19001009 No 9,178.72,71.07,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00024 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00025,10,10-05,Su5E19001010 No 1,178.7,71.07,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00025 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00026,10,10-05,Su5E19001011 No 11,178.68,71.07,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00026 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00027,10,10-05,Su5E19001012 No 12,178.68,71.07,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00027 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00028,10,10-05,Su5E19001013 No 1,178.68,71.07,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00028 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00029,10,10-05,Su5E19001014 No 14,178.7,71.08,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00029 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00030,10,10-05,Su5E19001015 No 15,178.72,71.08,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00030 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00031,10,10-05,Su5E19001016 No 16,178.73,71.08,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00031 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00032,10,10-05,Su5E19001017 No 17,178.75,71.1,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00032 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00033,10,10-05,Su5E19001018 No 18,178.77,71.1,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00033 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00034,10,10-05,Su5E19001019 No 19,178.77,71.1,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00034 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00035,10,10-05,Su5E19001020 No 2,178.78,71.1,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00035 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00036,10,10-05,Su5E19001021 No 21,178.8,71.12,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00036 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00037,10,10-05,Su5E19001022 No 22,178.88,71.13,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00037 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00038,10,10-05,Su5E19001023 No 2,178.9,71.13,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00038 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00039,10,10-05,Su5E19001024 No 24,178.85,71.1,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00039 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00040,10,10-05,Su5E19001025 No 25,178.87,71.1,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00040 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00041,10,10-05,Su5E19001026 No 26,178.87,71.1,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00041 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00042,10,10-05,Su5E19001027 No 27,178.8,71.1,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00042 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00043,10,10-05,Su5E19001028 No 28,178.65,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00043 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00044,10,10-05,Su5E19001029 No 29,178.67,71.02,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00044 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00045,10,10-05,Su5E19001030 No,178.68,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00045 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00046,10,10-05,Su5E19001031 No 31,178.7,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00046 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00047,10,10-05,Su5E19001032 No 32,178.68,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00047 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00048,10,10-05,Su5E19001033 No,178.7,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00048 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00049,10,10-05,Su5E19001034 No 34,178.72,71.02,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00049 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00050,10,10-05,Su5E19001035 No 35,178.8,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00050 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00051,10,10-05,Su5E19001036 No 36,178.8,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00051 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00052,10,10-05,Su5E19001037 No 37,178.82,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00052 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00053,10,10-05,Su5E19001038 No 38,178.83,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00053 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00054,10,10-05,Su5E19001039 No 39,178.88,71.03,0.09,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00054 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00055,10,10-05,Su5E19001040 No 4,178.85,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00055 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00056,10,10-05,Su5E19001041 No 41,178.92,71.02,0.06,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00056 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00057,10,10-05,Su5E19001042 No 42,178.93,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00057 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00058,10,10-05,Su5E19001043 No 4,178.95,71.02,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00058 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00059,10,10-05,Su5E19001044 No 44,178.98,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00059 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00060,10,10-05,Su5E19001045 No 45,179.03,71.03,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00060 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00061,10,10-05,Su5E19001046 No 46,179.0,71.02,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00061 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00062,10,10-05,Su5E19001047 No 47,179.02,71.02,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00062 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00063,10,10-05,Su5E19001048 No 48,179.05,71.0,0.05,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00063 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00064,10,10-05,Su5E19001049 No 49,179.03,71.0,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00064 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00065,10,10-05,Su5E19001050 No 5,179.18,71.22,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00065 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00066,10,10-05,Su5E19001051 No 51,179.22,71.22,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00066 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00067,10,10-05,Su5E19001052 No 52,179.22,71.22,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00067 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00068,10,10-05,Su5E19001053 No 5,179.23,71.22,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00068 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00069,10,10-05,Su5E19001054 No 54,179.37,71.22,0.01,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00069 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00070,10,10-05,Su5E19001055 No 55,179.37,71.22,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00070 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00071,10,10-05,Su5E19001056 No 56,179.42,71.22,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00071 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00072,10,10-05,Su5E19001057 No 57,179.45,71.23,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00072 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00073,10,10-05,Su5E19001058 No 58,179.47,71.23,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00073 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00074,10,10-05,Su5E19001059 No 59,179.4,71.25,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00074 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00075,10,10-05,Su5E19001060 No 6,179.45,71.28,0.101,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00075 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00076,10,10-05,Su5E19001061 No 61,179.47,71.28,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00076 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00077,10,10-05,Su5E19001062 No 62,179.47,71.3,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00077 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00078,10,10-05,Su5E19001063 No 6,179.48,71.3,0.05,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00078 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00079,10,10-05,Su5E19001064 No 64,179.48,71.28,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00079 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00080,10,10-05,Su5E19001065 No 65,179.52,71.28,0.02,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00080 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00081,10,10-05,Su5E19001066 No 66,179.53,71.28,0.06,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00081 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00082,10,10-05,Su5E19001067 No 67,179.57,71.3,0.08,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00082 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00083,10,10-05,Su5E19001068 No 68,179.6,71.3,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00083 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00084,10,10-05,Su5E19001069 No 69,179.6,71.28,0.06,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00084 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00085,10,10-05,Su5E19001070 No 7,179.58,71.27,0.05,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00085 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00086,10,10-05,Su5E19001071 No 71,179.65,71.27,0.141,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00086 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00087,10,10-05,Su5E19001072 No 72,179.68,71.27,0.101,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00087 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00088,10,10-06,Su5E19001073 Sovetskij,-179.35,71.1,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00088 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00089,10,10-06,Su5E19001074 Krajnij,-179.4,71.13,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00089 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00090,10,10-06,Su5E19001075 Kuluar,-179.35,71.12,0.04,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00090 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00091,10,10-06,Su5E19001076 No 76,-179.33,71.13,0.05,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00091 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00092,10,10-06,Su5E19001077 Mertvyj,-179.3,71.12,0.201,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00092 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00093,10,10-06,Su5E19001078 Skrytyj,-179.28,71.12,0.07,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00093 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00094,10,10-06,Su5E19001079 No 79,-179.28,71.13,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00094 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGI60-10.00095,10,10-06,Su5E19001080 Mladokarovyj,-179.27,71.13,0.03,2011,Glacier,Land-terminating,False,Nominal glacier,COPDEM,simple_glacier_masks,GeometryError: RGI60-10.00095 is a nominal glacier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
