rgi_id,rgi_region,rgi_subregion,name,cenlon,cenlat,rgi_area_km2,rgi_year,glacier_type,terminus_type,is_tidewater,status,inv_volume_km3,vas_volume_km3,inv_volume_bsl_km3,inv_volume_bwl_km3,dem_source,flowline_type,inversion_glen_a,inversion_fs,error_task,error_msg,dem_mean_elev,dem_med_elev,dem_min_elev,dem_max_elev,dem_max_elev_on_ext,dem_min_elev_on_ext,dem_perc_area_above_max_elev_on_ext,terminus_lon,terminus_lat,main_flowline_length,inv_flowline_glacier_area,flowline_mean_elev,flowline_max_elev,flowline_min_elev,flowline_avg_slope,flowline_avg_width,flowline_last_width,flowline_last_5_widths,t_star,mu_star_glacierwide,mu_star_flowline_avg,mu_star_allsame,mb_bias,ref_hgt_qc_diff
RGI60-11.00013,11,11-01,,12.7528,47.198,0.081,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0016109685853332631,0.0010731138943090802,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2567.4072265625,2556.0,2506.0,2709.0,2709.0,2506.0,0.0,12.754377786230714,47.19962823899634,364.0,81000.00000000001,2575.309281584564,2690.801394859262,2516.8950177026263,0.45919895128148114,222.5274725274726,150.97772592253094,239.18459400861994,1995.0,64.89491716710766,64.89491716710768,True,620.5046590117233,
RGI60-11.00014,11,11-01,,12.6823,47.1953,0.912,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.037405579036867156,0.02995517214684842,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2767.224609375,2776.0,2506.0,2939.0,2939.0,2506.0,0.0,12.691142789599887,47.19940040323403,1334.0,912000.0,2766.975445868972,2913.712308695991,2522.8321862062676,0.2913508302111154,683.6581709145427,116.66010320637997,217.09236581104568,1995.0,97.85488035177418,97.85488035177421,True,622.9218498506078,
RGI60-11.00015,11,11-01,,12.6737,47.1964,0.076,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0023780654259059966,0.0009830997970082418,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2853.259521484375,2863.0,2767.0,2897.0,2897.0,2767.0,0.0,12.674641000932851,47.19816560759038,392.0,76000.00000000003,2852.507212335614,2881.2501847808057,2789.9682911525097,0.2385119566555071,193.8775510204082,96.36781926199366,170.36958735576985,1995.0,120.39395189862368,120.3939518986237,True,620.2632930801386,
RGI60-11.00016,11,11-01,,12.7581,47.1935,0.032,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0005075668873413933,0.0002992679007455167,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2483.683837890625,2478.0,2417.0,2577.0,2577.0,2417.0,0.0,12.75950272574052,47.19460240648067,286.0,32000.0,2483.1170103147692,2547.4881837369812,2424.0261112639732,0.4383049633039064,111.88811188811188,36.4770719028235,94.11521482421861,1995.0,54.31412630036447,54.314126300364464,True,622.6914129854821,
RGI60-11.00017,11,11-01,,12.7572,47.1897,0.102,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0019396198722122788,0.0014733439809456864,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2733.42919921875,2724.5,2607.0,2962.0,2962.0,2607.0,0.0,12.758299962433806,47.19156074723194,476.0,102000.0,2736.309333401962,2924.666700554992,2615.5742461415753,0.590013625591781,214.2857142857143,52.373639471727174,173.67664609023558,1995.0,91.40253545447608,91.40253545447608,True,625.7442983155527,
RGI60-11.00018,11,11-01,,12.6916,47.1916,0.103,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.00229974976445723,0.0014932416709751615,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2868.77734375,2860.5,2763.0,3001.0,3001.0,2763.0,0.0,12.694478684624306,47.19286671945585,420.0,102999.99999999999,2868.8427821618384,2964.461300974,2786.586452381088,0.4246163548495444,245.23809523809527,126.0810241137863,226.2414308264561,1995.0,125.17723830108991,125.17723830108989,True,627.7489269961831,
RGI60-11.00019,11,11-01,,12.6802,47.1848,0.295,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.009267928956719716,0.006345767980659822,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2716.772705078125,2718.0,2605.0,2834.0,2834.0,2605.0,0.0,12.674394622367126,47.18672796649875,756.0,295000.00000000006,2715.0195622955603,2809.3028231733642,2609.874761218717,0.26997590597982,390.2116402116403,23.504823824507405,133.24601739992914,1995.0,87.26053275327558,87.26053275327556,True,631.8523486176528,
RGI60-11.00020,11,11-01,,12.7578,47.183,0.017,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.00024804212625940736,0.00012541404745223977,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3151.941162109375,3158.0,3077.0,3204.0,3204.0,3077.0,0.0,12.756460220801223,47.18333368207244,192.0,17000.0,3148.715870088893,3183.8678818092817,3085.9903006015666,0.5203089057875715,88.54166666666666,29.606076188307092,72.90766514491648,1995.0,191.99908625657895,191.99908625657903,True,630.8544269740376,120.0
RGI60-11.00021,11,11-01,,12.7675,47.1766,0.645,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.018082319439758514,0.018604736551554934,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2639.872314453125,2617.0,2324.0,3027.0,3027.0,2324.0,0.0,12.77546689073849,47.178471101103504,1176.0,644999.9999999999,2644.5902372500327,3031.1504053415547,2339.7563863580745,0.5393786276835241,548.469387755102,142.69561246756342,366.95963461451544,1995.0,74.50322082869693,74.50322082869694,True,632.4733954542629,
RGI60-11.00022,11,11-01,,12.3863,47.1893,0.26,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.007662799090015083,0.0053341751335756644,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2696.224853515625,2697.0,2618.0,2804.0,2804.0,2618.0,0.0,12.384455086581514,47.19259335473819,612.0,259999.99999999994,2703.2142768758536,2787.803544111753,2635.553840488981,0.2518231219686774,424.8366013071895,229.72372747124209,359.8613358036547,1995.0,82.75566274140235,82.75566274140235,True,352.40920723485715,
RGI60-11.00023,11,11-01,,12.6836,47.1784,0.055,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0010501147226116153,0.00063019886272278,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2864.68017578125,2870.0,2814.0,2889.0,2889.0,2814.0,0.0,12.682111100411133,47.1785822560416,156.0,55000.0,2849.514504680475,2862.4877013933065,2824.184892195706,0.2907933910458218,352.5641025641026,103.62829363796465,332.11383867985074,1995.0,119.50548119688422,119.50548119688416,True,638.8299486426354,
RGI60-11.00024,11,11-01,,12.3982,47.1827,0.074,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0014835935517752042,0.0009477036028565623,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2874.22412109375,2875.0,2794.0,2960.0,2960.0,2794.0,0.0,12.39604302708819,47.183216572849034,336.0,74000.0,2877.4388375957756,2943.083479026039,2817.50651866902,0.3797023567373607,220.2380952380952,95.8035582093471,213.76989610662608,1995.0,124.42431701230846,124.42431701230838,True,353.6311006706203,
RGI60-11.00025,11,11-01,,12.7508,47.1648,0.571,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.019907928055015518,0.015734522430743574,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2873.806396484375,2897.0,2303.0,3244.0,3244.0,2303.0,0.0,12.744321775258415,47.1728792816689,1722.0,570999.9999999999,2875.7859480582074,3205.554935542597,2305.728773467806,0.48449782884765125,331.59117305458767,24.45231702707822,67.01389938194401,1995.0,124.97150135111808,124.97150135111808,True,650.3462900940453,
RGI60-11.00026,11,11-01,,12.6766,47.1724,0.044,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0008634483467112432,0.0004636885236774043,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2697.3447265625,2702.5,2599.0,2761.0,2761.0,2599.0,0.0,12.675003352354985,47.17407943597898,416.0,44000.0,2697.8627568921993,2760.3206292731525,2611.1801892502026,0.35760316789862295,105.76923076923077,16.76459096246529,44.9181307244246,1995.0,84.06689898939233,84.06689898939234,True,642.8201360438734,
RGI60-11.00027,11,11-01,,12.766,47.1644,0.157,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.003776761594288479,0.002665882103057524,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2828.64990234375,2816.0,2725.0,3026.0,3026.0,2725.0,0.0,12.77001823292421,47.16447707913639,576.0,157000.0,2834.813052126658,3002.2342828356977,2728.355457104719,0.43302926443175327,272.56944444444446,15.01023167560814,86.82140674014674,1995.0,115.05958923802505,115.05958923802501,True,643.2127425534574,
RGI60-11.00028,11,11-01,,12.6785,47.1631,0.381,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.022476818478644238,0.009020918487879132,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2948.560791015625,2955.0,2682.0,3177.0,3177.0,2682.0,0.0,12.683451832068425,47.16760633686974,1900.0,380999.99999999994,2969.4958945220333,3150.094919875617,2698.515405541057,0.22916518993435844,200.52631578947364,85.9925743819858,173.22799581415023,1995.0,161.40013179859073,161.4001317985907,True,653.635946527462,
RGI60-11.00029,11,11-01,,12.7448,47.1641,0.072,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0014151821165591816,0.0009126643772129435,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2932.416748046875,2940.0,2695.0,3078.0,3078.0,2695.0,0.0,12.744311344953507,47.16643277333813,504.0,72000.00000000001,2931.6655970903985,3062.5386900093536,2727.264079304506,0.5945980473508216,142.85714285714286,40.28784216293316,104.18798372291572,1995.0,146.39534236558023,146.39534236558026,True,653.6111390719129,
RGI60-11.00030,11,11-01,,12.7761,47.1615,0.036,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0006099619956802194,0.0003518802206254995,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2507.59716796875,2535.0,2339.0,2595.0,2595.0,2339.0,0.0,12.778046590986905,47.16007595138493,390.0,36000.0,2502.549427024875,2582.2070775482753,2351.416109897633,0.5340803559789623,92.3076923076923,41.859028643543176,74.98389395046821,1995.0,56.39367158467805,56.39367158467804,True,639.6342561488209,
RGI60-11.00031,11,11-01,,12.6697,47.1613,0.272,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.007331269358807616,0.005675591898209933,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2745.6796875,2747.0,2593.0,2910.0,2910.0,2593.0,0.0,12.668629956380668,47.16512121362165,714.0,272000.0,2745.5599957193554,2880.249236987732,2610.1043699872534,0.3739422711719917,380.95238095238096,86.04555000887305,182.84350982583572,1995.0,93.37987909215151,93.37987909215151,True,651.3213598917532,
RGI60-11.00032,11,11-01,,12.6897,47.1631,0.043,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0007883546494888733,0.0004492603007075573,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2759.5771484375,2760.0,2698.0,2813.0,2813.0,2698.0,0.0,12.69168958184578,47.163607960267214,338.0,42999.99999999999,2756.249141313816,2817.8074383913413,2700.0247648295567,0.35879013456110564,127.2189349112426,23.137977835781047,93.53533972745831,1995.0,95.94050572274331,95.94050572274335,True,657.9715850518704,
RGI60-11.00033,11,11-01,,12.7616,47.1608,0.037,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0005761584374876587,0.0003653896889008746,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3147.810791015625,3140.0,3064.0,3255.0,3255.0,3064.0,0.0,12.763419891751301,47.16051732824263,286.0,37000.0,3142.9258142071676,3237.2701917814466,3063.0080091064947,0.5691843700560413,129.37062937062936,21.719731518234862,99.77907824201091,1995.0,199.83778456557204,199.83778456557215,True,648.950233371241,100.0
RGI60-11.00034,11,11-01,,12.1348,47.1779,0.125,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0031702548631617174,0.0019486335918099265,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2786.616943359375,2787.0,2669.0,2874.0,2874.0,2669.0,0.0,12.131789963845872,47.18023856119067,510.0,125000.00000000001,2785.4497212593706,2857.745160402122,2696.7034730548644,0.3252786563833488,245.0980392156863,77.67284589910392,189.70995337900615,1995.0,99.11328259823183,99.11328259823182,True,359.90582921472776,
RGI60-11.00035,11,11-01,,12.7569,47.1595,0.025,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.00036449650514473926,0.00021313090495584178,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3412.73583984375,3419.0,3341.0,3477.0,3477.0,3341.0,0.0,12.756013520174392,47.16006108491252,192.0,25000.0,3404.611474449831,3453.580396120873,3353.643522336098,0.5255976651335971,130.20833333333334,90.57967406117226,154.8290334567943,1995.0,184.37852130192417,184.37852130192422,True,652.8832853213738,389.0
RGI60-11.00036,11,11-01,,12.7432,47.1571,0.306,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.010300690726680906,0.006673380353680738,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3166.162841796875,3204.0,2949.0,3312.0,3312.0,2949.0,0.0,12.74134600225657,47.15817917099182,792.0,306000.0,3162.9288226189324,3301.9121493582074,2960.0465050384882,0.4150299927394364,386.36363636363626,175.20875314935958,403.799224529624,1995.0,287.9220603600041,287.9220603600041,True,662.6456053620069,
RGI60-11.00037,11,11-01,,12.3401,47.1725,0.013,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0001468600996694249,8.672634152919098e-05,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2742.54443359375,2744.5,2675.0,2828.0,2828.0,2675.0,0.0,12.341787410984614,47.172991448434104,168.0,13000.0,2757.277467508257,2807.968904760271,2700.104918483446,0.633939438652907,77.38095238095237,61.37856589290773,70.17195115204812,1995.0,92.89127797551994,92.89127797551996,True,314.84157060398223,
RGI60-11.00038,11,11-01,,12.6835,47.1586,0.293,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.007024856290862738,0.00628668782056226,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2798.805419921875,2790.0,2671.0,3003.0,3003.0,2671.0,0.0,12.689249360792935,47.15967627931701,576.0,293000.0,2804.020374346914,2998.0195552350015,2697.286265318002,0.4943523078582558,508.6805555555556,210.23395425296667,429.07125026462364,1995.0,106.92117219913906,106.92117219913904,True,661.5306001033758,
RGI60-11.00039,11,11-01,,12.1413,47.1747,0.065,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0013739990639524981,0.0007929298776898462,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2906.030517578125,2904.0,2831.0,3001.0,3001.0,2831.0,0.0,12.143204161832848,47.175351829988614,364.0,65000.00000000001,2902.5213611450017,2974.3052592860154,2844.520302199175,0.3711468670743946,178.57142857142856,54.22356507085959,162.33710442392572,1995.0,131.92119652609338,131.9211965260934,True,357.0205913109413,
RGI60-11.00040,11,11-01,,12.3506,47.1634,0.138,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.002951568260293767,0.0022326089471811483,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2866.092529296875,2877.5,2665.0,3035.0,3035.0,2665.0,0.0,12.351403608207924,47.166871165905924,570.0,138000.0,2867.5294926549805,2998.4951840828166,2692.6588188539804,0.49655432980772174,242.10526315789465,115.60091558374488,170.14619668384373,1995.0,120.36785315714292,120.36785315714292,True,307.7983249878438,
RGI60-11.00041,11,11-01,,12.752,47.1511,0.523,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.022991958331468533,0.013945007084417952,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3151.945068359375,3198.0,2776.0,3389.0,3389.0,2776.0,0.0,12.761074490997714,47.14918896098183,1320.0,523000.0,3158.232684474943,3393.51665625677,2799.240015136735,0.42721705420936573,396.2121212121212,174.0892510803489,219.0779743776406,1995.0,280.67143719766415,280.6714371976641,True,665.103751064241,
RGI60-11.00042,11,11-01,,12.0875,47.1719,0.058,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0013073199361515475,0.0006779417938654947,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2787.928466796875,2791.0,2720.0,2843.0,2843.0,2720.0,0.0,12.088487914831797,47.17440997983921,338.0,57999.99999999999,2785.081606531376,2825.938944734584,2731.777363822336,0.28400922034651155,171.59763313609466,78.43106738437712,160.3354571011007,1995.0,94.70426289202359,94.70426289202356,True,370.9936109902875,
RGI60-11.00043,11,11-01,,12.1428,47.1699,0.117,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0023414445733798803,0.0017792397678569496,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2842.662841796875,2839.0,2713.0,2999.0,2999.0,2713.0,0.0,12.144996271479148,47.172343940220884,420.0,117000.00000000001,2845.1822749698804,2957.7929090632206,2731.601021474535,0.5224044416478475,278.57142857142856,92.35815717661227,198.34638165036432,1995.0,114.1148023391028,114.1148023391028,True,355.03509289057814,
RGI60-11.00044,11,11-01,,12.2199,47.1701,0.014,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.00015571186160825192,9.602956600001788e-05,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2705.59814453125,2707.0,2657.0,2746.0,2746.0,2657.0,0.0,12.220595024679431,47.170539710124935,120.0,13999.999999999998,2704.187507806136,2726.8385304796184,2670.83056621362,0.5216777053887511,116.66666666666666,38.20896980724729,116.66666666666666,1995.0,82.38297377975536,82.3829737797554,True,331.435613561564,
RGI60-11.00045,11,11-01,,12.7384,47.1499,0.14,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0048338102528485555,0.002277219877785429,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,3343.483154296875,3373.0,3008.0,3543.0,3520.0,3008.0,0.012841091492776886,12.738108600507962,47.15365249414303,810.0,140000.00000000006,3339.668115820901,3480.161336219755,3045.0627802525664,0.4512241997474947,172.83950617283955,150.92347770266593,183.16786298008074,1995.0,398.94309538067785,398.94309538067773,True,674.5657438716488,80.0
RGI60-11.00046,11,11-01,,12.6781,47.1528,0.207,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.005072514181182672,0.0038988644994528664,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2727.57763671875,2722.0,2598.0,2940.0,2940.0,2598.0,0.0,12.683289575120817,47.15283830124066,640.0,206999.99999999994,2731.464979037817,2919.3465697379816,2609.364832371313,0.4579524366031591,323.4374999999999,49.78071098123506,165.36642543429275,1995.0,90.45597226551959,90.45597226551956,True,666.6087983695342,
RGI60-11.00047,11,11-01,,12.7194,47.1386,2.273,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.11138274139367976,0.1051485144159915,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2899.826416015625,2968.0,2302.0,3253.0,3253.0,2302.0,0.0,12.717821835322217,47.152059984459555,2356.0,2273000.0000000005,2899.5692975598477,3246.499310968275,2327.9586810598785,0.3794604741672217,964.7707979626488,99.65609417350106,303.83839621743283,1995.0,131.49223128414343,131.49223128414346,True,701.6085570667707,
RGI60-11.00048,11,11-01,,12.7699,47.1492,0.074,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.0011601206997593537,0.0009477036028565623,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2145.873291015625,2140.0,2009.0,2296.0,2296.0,2009.0,0.0,12.773010778933644,47.1493666080941,392.0,74000.0,2151.794380303235,2274.3658482088836,2039.3413768344535,0.5720213272229898,188.77551020408166,127.15125175796928,186.76178306366728,1995.0,32.18336116042136,32.18336116042136,True,654.027949100277,
RGI60-11.00049,11,11-01,,12.7411,47.1398,1.399,2003,Glacier,Land-terminating,False,Glacier or ice cap,0.06023922548127367,0.05394836342333676,0.0,0.0,NASADEM,elevation_band,3.847961638672954e-24,0.0,,,2977.800537109375,2972.0,2440.0,3511.0,3511.0,2440.0,0.0,12.759291356778162,47.1409422083786,2268.0,1399000.0,2977.8002636669175,3451.7803226833207,2471.629974059567,0.40892642475716573,616.8430335097003,82.44627623891998,215.52439756097732,1995.0,159.9400923584179,159.94009235841793,True,687.5112782758628,
